PLAYER_NAME,PER,TS%,USG%,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional,SEASON
Corey Maggette,15.8,0.573,27.7,3.4,0.115,-0.6,-0.2,-0.8,0.5,maggeco01,2010-11
Andris Biedriņš,12.1,0.526,10.6,2.6,0.088,-2.5,0.2,-2.3,-0.1,biedran01,2010-11
Leandro Barbosa,15.3,0.539,25.6,1.5,0.052,0.4,-1.7,-1.3,0.2,barbole01,2010-11
Antonio McDyess,12.8,0.516,14.9,3.0,0.105,-1.8,1.1,-0.7,0.4,mcdyean01,2010-11
Francisco García,13.5,0.551,17.3,3.0,0.104,0.4,0.6,1.0,1.0,garcifr01,2010-11
Al Thornton,11.7,0.531,17.8,1.6,0.054,-2.4,-1.0,-3.3,-0.4,thornal01,2010-11
Al Thornton,11.8,0.525,17.3,1.3,0.058,-1.8,-0.9,-2.7,-0.2,thornal01,2010-11
Al Thornton,11.3,0.549,19.6,0.3,0.042,-4.1,-1.3,-5.5,-0.3,thornal01,2010-11
Anthony Tolliver,13.3,0.585,13.1,3.3,0.115,0.1,0.0,0.0,0.7,tollian01,2010-11
Brendan Haywood,11.7,0.532,12.4,2.9,0.104,-2.5,0.6,-1.9,0.0,haywobr01,2010-11
Shawne Williams,12.2,0.558,15.2,2.5,0.089,-0.5,-0.2,-0.7,0.4,willish03,2010-11
Brandon Roy,13.9,0.491,22.8,2.1,0.077,0.2,-0.4,-0.2,0.6,roybr01,2010-11
Aaron Brooks,13.1,0.489,25.9,1.1,0.04,-0.3,-2.7,-3.0,-0.3,brookaa01,2010-11
Aaron Brooks,11.7,0.465,26.1,0.4,0.023,-1.3,-2.8,-4.1,-0.4,brookaa01,2010-11
Aaron Brooks,15.6,0.533,25.7,0.7,0.07,1.3,-2.4,-1.1,0.1,brookaa01,2010-11
Nazr Mohammed,15.9,0.538,20.6,2.7,0.1,-2.0,-0.8,-2.8,-0.3,mohamna01,2010-11
Nazr Mohammed,15.9,0.52,22.4,1.4,0.08,-2.4,-0.8,-3.2,-0.3,mohamna01,2010-11
Nazr Mohammed,16.0,0.583,17.0,1.2,0.139,-1.3,-0.8,-2.1,0.0,mohamna01,2010-11
Paul George,13.0,0.542,17.8,2.4,0.091,-1.6,1.4,-0.1,0.6,georgpa01,2010-11
Shaun Livingston,14.3,0.53,20.1,1.9,0.073,-1.0,1.0,0.0,0.7,livinsh01,2010-11
Zaza Pachulia,12.4,0.562,14.5,3.1,0.118,-2.8,0.1,-2.8,-0.2,pachuza01,2010-11
Ben Wallace,12.3,0.442,8.2,1.9,0.072,-1.3,1.3,0.0,0.6,wallabe01,2010-11
Goran Dragić,13.2,0.524,22.4,1.0,0.04,-0.9,-0.5,-1.3,0.2,dragigo01,2010-11
Goran Dragić,11.2,0.492,24.0,-0.2,-0.012,-2.3,-1.2,-3.5,-0.3,dragigo01,2010-11
Goran Dragić,17.7,0.604,18.9,1.2,0.157,2.5,1.2,3.7,0.5,dragigo01,2010-11
Kenyon Martin,14.1,0.526,16.4,2.7,0.104,-0.8,1.7,0.9,0.9,martike01,2010-11
Gordon Hayward,10.7,0.578,15.3,1.2,0.048,-1.2,-1.1,-2.2,-0.1,haywago01,2010-11
Eric Maynor,11.7,0.485,16.5,1.5,0.061,-0.8,-1.1,-1.8,0.1,maynoer01,2010-11
Carlos Arroyo,9.0,0.528,14.0,1.7,0.068,-2.1,-0.2,-2.3,-0.1,arroyca01,2010-11
Carlos Arroyo,9.5,0.541,13.9,1.6,0.078,-1.7,-0.5,-2.2,0.0,arroyca01,2010-11
Carlos Arroyo,6.7,0.447,14.5,0.1,0.016,-4.1,1.0,-3.0,-0.1,arroyca01,2010-11
Ryan Hollins,10.7,0.642,13.7,1.8,0.072,-4.0,-0.3,-4.3,-0.7,holliry01,2010-11
Wayne Ellington,8.6,0.488,17.1,0.3,0.01,-2.3,-1.3,-3.5,-0.5,ellinwa01,2010-11
Kurt Thomas,10.0,0.527,9.4,3.2,0.131,-3.4,2.8,-0.6,0.4,thomaku01,2010-11
Vladimir Radmanović,12.6,0.562,14.7,2.1,0.086,-0.5,0.4,-0.1,0.6,radmavl01,2010-11
DeShawn Stevenson,9.8,0.549,15.9,1.8,0.074,-0.1,-0.3,-0.4,0.5,stevede01,2010-11
Zydrunas Ilgauskas,12.8,0.531,16.0,2.9,0.122,-3.1,0.4,-2.7,-0.2,ilgauzy01,2010-11
Ronny Turiaf,13.6,0.648,9.6,3.2,0.134,-0.8,2.2,1.4,1.0,turiaro01,2010-11
Donté Greene,9.7,0.482,18.2,0.5,0.022,-1.8,-0.4,-2.2,-0.1,greendo01,2010-11
Jordan Hill,13.1,0.521,17.7,1.8,0.079,-2.9,-1.4,-4.3,-0.7,hilljo01,2010-11
Will Bynum,15.2,0.524,22.5,1.5,0.066,-0.8,-1.0,-1.9,0.0,bynumwi01,2010-11
Alonzo Gee,10.8,0.544,14.5,1.0,0.045,-2.1,-0.4,-2.5,-0.1,geeal01,2010-11
Alonzo Gee,-2.1,0.333,15.3,-0.1,-0.175,-8.5,-0.7,-9.2,0.0,geeal01,2010-11
Alonzo Gee,9.9,0.496,14.0,0.1,0.023,-2.6,-0.2,-2.8,0.0,geeal01,2010-11
Alonzo Gee,11.1,0.552,14.6,1.0,0.052,-1.9,-0.4,-2.3,-0.1,geeal01,2010-11
Yi Jianlian,10.1,0.459,17.4,0.4,0.016,-3.7,-1.6,-5.3,-0.9,jianlyi01,2010-11
Mickaël Piétrus,9.8,0.526,17.6,1.3,0.055,-1.2,0.2,-1.0,0.3,pietrmi01,2010-11
Mickaël Piétrus,8.3,0.54,14.6,0.7,0.082,-1.3,0.8,-0.5,0.2,pietrmi01,2010-11
Mickaël Piétrus,10.8,0.519,19.5,0.6,0.039,-1.1,-0.1,-1.2,0.1,pietrmi01,2010-11
Jason Smith,10.8,0.49,16.9,1.6,0.07,-3.6,0.1,-3.5,-0.4,smithja02,2010-11
Martell Webster,12.4,0.575,17.6,1.8,0.077,-0.4,-0.9,-1.3,0.2,webstma02,2010-11
C.J. Watson,12.8,0.466,21.4,2.1,0.093,-1.4,1.1,-0.3,0.5,watsocj01,2010-11
Trevor Booker,15.3,0.582,13.9,2.6,0.119,-0.6,-0.3,-0.9,0.3,booketr01,2010-11
Jamario Moon,10.1,0.499,12.0,1.1,0.05,-1.5,0.5,-1.1,0.2,moonja01,2010-11
Jamario Moon,10.7,0.488,12.5,0.7,0.043,-1.4,0.6,-0.8,0.2,moonja01,2010-11
Jamario Moon,8.4,0.535,10.7,0.4,0.068,-1.8,0.0,-1.9,0.0,moonja01,2010-11
Linas Kleiza,10.1,0.502,21.7,-0.3,-0.012,-2.4,-2.3,-4.7,-0.7,kleizli01,2010-11
Ekpe Udoh,9.7,0.472,12.8,0.7,0.032,-4.4,0.6,-3.8,-0.5,udohek01,2010-11
Jordan Crawford,11.8,0.456,27.0,-0.6,-0.026,-1.5,-2.3,-3.8,-0.5,crawfjo02,2010-11
Jordan Crawford,7.6,0.421,28.1,-0.3,-0.09,-2.8,-2.7,-5.5,-0.1,crawfjo02,2010-11
Jordan Crawford,12.6,0.462,26.8,-0.3,-0.014,-1.2,-2.2,-3.4,-0.3,crawfjo02,2010-11
Matt Barnes,14.6,0.569,16.6,3.0,0.142,-0.5,1.0,0.6,0.7,barnema02,2010-11
Brad Miller,16.3,0.566,17.0,3.0,0.142,1.7,1.1,2.8,1.2,millebr01,2010-11
Nate Robinson,10.0,0.507,21.9,1.1,0.051,-2.5,-0.1,-2.6,-0.2,robinna01,2010-11
Nate Robinson,10.2,0.512,21.7,1.1,0.054,-2.3,0.0,-2.3,-0.1,robinna01,2010-11
Nate Robinson,3.3,0.388,28.4,0.0,-0.063,-7.8,-5.1,-12.9,-0.1,robinna01,2010-11
Chris Wilcox,18.0,0.587,18.9,2.8,0.133,-0.3,-1.1,-1.4,0.2,wilcoch01,2010-11
Anderson Varejão,15.2,0.56,13.3,2.2,0.105,-0.9,0.1,-0.8,0.3,varejan01,2010-11
Robin Lopez,13.9,0.539,20.4,1.5,0.074,-3.1,-1.0,-4.1,-0.5,lopezro01,2010-11
Ömer Aşık,11.8,0.559,12.5,2.7,0.13,-3.6,1.8,-1.8,0.1,asikom01,2010-11
Jonny Flynn,7.1,0.444,18.5,-1.3,-0.064,-3.9,-2.4,-6.3,-1.1,flynnjo01,2010-11
Eddie House,11.9,0.535,17.6,2.2,0.108,-0.5,0.2,-0.3,0.4,houseed01,2010-11
Jeff Teague,14.6,0.521,20.3,1.7,0.083,-0.8,1.3,0.5,0.6,teaguje01,2010-11
Stephen Graham,4.4,0.457,12.3,-0.3,-0.014,-5.8,-1.0,-6.8,-1.2,grahast01,2010-11
Quentin Richardson,8.1,0.454,14.9,1.3,0.067,-2.4,0.9,-1.5,0.1,richaqu01,2010-11
Christian Eyenga,9.0,0.476,17.5,-0.3,-0.016,-3.4,-0.6,-4.0,-0.5,eyengch01,2010-11
Jeff Foster,14.3,0.497,10.1,3.0,0.152,-0.6,0.1,-0.5,0.4,fosteje01,2010-11
Marquis Daniels,11.7,0.527,15.1,2.0,0.103,-1.7,2.3,0.6,0.6,daniema01,2010-11
Manny Harris,10.4,0.486,19.1,0.0,0.002,-2.3,-1.2,-3.5,-0.4,harrima01,2010-11
Andrés Nocioni,10.1,0.538,17.4,1.3,0.067,-2.2,-0.3,-2.5,-0.1,nocioan01,2010-11
Jason Maxiell,9.4,0.51,13.9,0.5,0.024,-3.3,-1.1,-4.4,-0.6,maxieja01,2010-11
Shelden Williams,12.3,0.522,14.5,1.9,0.102,-2.3,-0.4,-2.7,-0.2,willish02,2010-11
Shelden Williams,11.3,0.492,14.9,1.2,0.078,-2.8,-0.3,-3.1,-0.2,willish02,2010-11
Shelden Williams,15.9,0.638,13.0,0.8,0.188,-0.7,-0.8,-1.5,0.0,willish02,2010-11
Josh Childress,13.0,0.567,14.3,1.4,0.076,-0.6,0.1,-0.5,0.3,childjo01,2010-11
Johan Petro,9.9,0.452,18.1,0.4,0.024,-5.5,0.9,-4.7,-0.6,petrojo01,2010-11
Nikola Peković,11.2,0.573,19.4,0.6,0.035,-4.8,-0.9,-5.7,-0.8,pekovni01,2010-11
Chris Douglas-Roberts,11.5,0.517,18.4,1.6,0.088,-2.5,1.0,-1.4,0.1,douglch01,2010-11
Larry Sanders,11.0,0.448,17.6,1.0,0.057,-5.2,1.7,-3.5,-0.3,sandela01,2010-11
Patrick Patterson,16.7,0.574,16.1,2.4,0.134,0.4,-0.1,0.3,0.5,pattepa01,2010-11
Caron Butler,14.2,0.523,25.1,1.2,0.067,-0.8,0.0,-0.9,0.2,butleca01,2010-11
Earl Boykins,17.6,0.526,23.9,2.3,0.125,2.1,0.4,2.4,1.0,boykiea01,2010-11
Tyrus Thomas,18.2,0.536,24.9,1.8,0.103,-1.8,1.2,-0.6,0.3,thomaty01,2010-11
Greivis Vásquez,9.4,0.493,16.9,0.5,0.03,-2.4,-0.9,-3.3,-0.3,vasqugr01,2010-11
Drew Gooden,15.9,0.487,24.6,1.8,0.101,-1.2,0.2,-1.0,0.2,goodedr01,2010-11
Eugene Jeter,11.1,0.46,16.5,0.7,0.037,-2.2,-1.1,-3.3,-0.3,jetereu01,2010-11
James Posey,7.5,0.485,14.3,1.0,0.056,-2.6,0.5,-2.0,0.0,poseyja01,2010-11
Mike Miller,9.7,0.525,14.4,1.6,0.09,-1.5,0.1,-1.4,0.1,millemi01,2010-11
Chris Kaman,15.7,0.495,24.4,0.8,0.047,-1.7,0.3,-1.4,0.1,kamanch01,2010-11
James Johnson,12.6,0.505,18.2,0.6,0.036,-1.6,0.9,-0.6,0.3,johnsja01,2010-11
James Johnson,8.8,0.449,24.2,0.0,-0.014,-6.8,3.4,-3.4,-0.1,johnsja01,2010-11
James Johnson,13.2,0.517,17.1,0.6,0.044,-0.7,0.5,-0.2,0.3,johnsja01,2010-11
Erick Dampier,9.7,0.591,8.1,1.9,0.109,-2.0,1.7,-0.3,0.4,dampier01,2010-11
Reggie Evans,12.4,0.466,10.1,1.3,0.077,-0.9,-0.6,-1.5,0.1,evansre01,2010-11
A.J. Price,10.7,0.454,22.7,0.3,0.02,-1.9,-1.1,-2.9,-0.2,priceaj01,2010-11
Gary Forbes,11.7,0.524,20.1,0.9,0.055,-2.0,-0.8,-2.9,-0.2,forbega01,2010-11
Henry Walker,11.3,0.583,16.6,1.1,0.069,-0.6,-1.2,-1.8,0.0,walkebi01,2010-11
Patty Mills,13.0,0.506,24.5,0.7,0.044,-0.1,-1.4,-1.5,0.1,millspa02,2010-11
Chris Duhon,5.6,0.446,12.0,0.2,0.014,-3.8,0.0,-3.8,-0.3,duhonch01,2010-11
T.J. Ford,9.9,0.434,18.3,0.2,0.011,-3.3,0.4,-2.9,-0.2,fordtj01,2010-11
Rasual Butler,6.2,0.446,15.8,-0.1,-0.009,-2.3,-1.5,-3.8,-0.4,butlera01,2010-11
Rasual Butler,5.9,0.433,15.6,-0.2,-0.013,-2.5,-1.5,-4.0,-0.4,butlera01,2010-11
Rasual Butler,14.5,0.727,23.0,0.1,0.107,2.5,-2.4,0.1,0.0,butlera01,2010-11
Julian Wright,12.1,0.525,13.0,0.6,0.038,-0.7,0.7,0.0,0.4,wrighju01,2010-11
Dominic McGuire,10.4,0.437,13.8,0.9,0.059,-3.3,0.3,-2.9,-0.2,mcguido01,2010-11
Shaquille O'Neal,17.4,0.659,20.1,2.7,0.174,-1.7,2.0,0.3,0.4,onealsh01,2010-11
Kendrick Perkins,9.6,0.538,13.7,1.0,0.063,-3.6,0.6,-3.0,-0.2,perkike01,2010-11
Kendrick Perkins,10.2,0.568,15.6,0.6,0.088,-3.6,1.1,-2.5,0.0,perkike01,2010-11
Kendrick Perkins,9.1,0.511,12.3,0.4,0.046,-3.6,0.3,-3.4,-0.1,perkike01,2010-11
Tiago Splitter,16.0,0.55,17.7,2.3,0.149,-1.3,0.5,-0.8,0.2,splitti01,2010-11
Quincy Pondexter,8.5,0.482,13.7,0.9,0.06,-2.4,0.1,-2.3,-0.1,pondequ01,2010-11
Marreese Speights,15.3,0.532,22.8,1.7,0.11,-2.2,-0.8,-3.0,-0.2,speigma01,2010-11
Chris Andersen,19.0,0.636,13.5,3.2,0.207,1.2,1.8,3.0,0.9,anderch01,2010-11
Acie Law,9.9,0.502,15.7,0.4,0.027,-3.5,-0.5,-4.0,-0.4,lawac01,2010-11
Acie Law,0.4,0.256,16.0,-0.3,-0.138,-8.3,-0.9,-9.2,-0.2,lawac01,2010-11
Acie Law,11.3,0.532,15.6,0.7,0.052,-2.7,-0.5,-3.2,-0.2,lawac01,2010-11
Ronnie Price,5.5,0.434,18.0,-0.7,-0.048,-6.2,-0.1,-6.3,-0.8,pricero01,2010-11
Sebastian Telfair,10.5,0.497,19.9,0.1,0.008,-1.9,-1.6,-3.5,-0.3,telfase01,2010-11
Samardo Samuels,11.7,0.498,22.1,0.0,0.002,-3.6,-2.2,-5.8,-0.7,samuesa01,2010-11
Lou Amundson,11.5,0.452,15.7,0.6,0.044,-3.1,-1.4,-4.5,-0.4,amundlo01,2010-11
D.J. White,15.3,0.542,17.7,1.8,0.128,-0.6,-0.5,-1.1,0.2,whitedj01,2010-11
D.J. White,10.1,0.468,15.8,0.3,0.056,-3.9,0.2,-3.7,-0.1,whitedj01,2010-11
D.J. White,17.7,0.571,18.6,1.6,0.161,1.0,-0.9,0.1,0.2,whitedj01,2010-11
Jon Brockman,9.6,0.567,10.0,1.9,0.132,-4.1,0.2,-3.9,-0.3,brockjo01,2010-11
Damien Wilkins,11.4,0.557,12.8,1.5,0.104,-2.4,1.4,-1.0,0.2,wilkida02,2010-11
Josh Powell,8.0,0.492,20.4,-0.2,-0.012,-5.0,-2.3,-7.3,-0.9,poweljo01,2010-11
Luke Harangody,10.1,0.444,16.8,0.6,0.048,-3.3,-0.4,-3.7,-0.3,haranlu01,2010-11
Luke Harangody,8.7,0.423,15.8,0.4,0.075,-4.9,-0.2,-5.2,-0.2,haranlu01,2010-11
Luke Harangody,11.0,0.455,17.5,0.3,0.032,-2.3,-0.5,-2.8,-0.1,haranlu01,2010-11
Kevin Séraphin,8.4,0.479,14.1,0.2,0.017,-5.8,-1.0,-6.9,-0.8,serapke01,2010-11
Brian Cardinal,9.7,0.672,9.5,1.7,0.132,-1.2,2.4,1.2,0.5,cardibr01,2010-11
Peja Stojaković,15.2,0.588,19.4,1.6,0.126,2.5,-0.4,2.1,0.6,stojape01,2010-11
Peja Stojaković,16.7,0.624,21.5,0.3,0.144,4.8,-1.0,3.8,0.1,stojape01,2010-11
Peja Stojaković,34.0,0.919,26.2,0.1,0.242,15.3,0.1,15.5,0.1,stojape01,2010-11
Peja Stojaković,14.1,0.563,18.7,1.2,0.118,1.5,-0.3,1.3,0.4,stojape01,2010-11
Francisco Elson,8.9,0.529,11.9,0.6,0.046,-3.8,0.3,-3.5,-0.2,elsonfr01,2010-11
Jared Jeffries,8.0,0.375,8.8,0.6,0.045,-2.8,0.5,-2.2,0.0,jeffrja01,2010-11
Jared Jeffries,9.5,0.334,14.2,0.1,0.042,-3.3,-0.5,-3.8,-0.1,jeffrja01,2010-11
Jared Jeffries,7.6,0.403,7.2,0.4,0.046,-2.6,0.9,-1.7,0.0,jeffrja01,2010-11
Daequan Cook,12.8,0.63,15.7,1.6,0.126,1.8,-0.7,1.1,0.5,cookda02,2010-11
Semih Erden,10.3,0.593,13.7,1.4,0.115,-4.6,1.6,-3.0,-0.1,erdense01,2010-11
Semih Erden,10.8,0.621,13.8,1.4,0.128,-4.3,2.0,-2.3,0.0,erdense01,2010-11
Semih Erden,6.2,0.391,13.2,0.0,0.002,-6.8,-1.4,-8.2,-0.1,erdense01,2010-11
Jason Collins,5.4,0.539,9.2,0.6,0.049,-5.3,0.4,-4.8,-0.4,collija04,2010-11
Juwan Howard,8.4,0.495,13.1,0.9,0.074,-3.5,0.0,-3.5,-0.2,howarju01,2010-11
Anthony Randolph,16.2,0.505,25.8,0.5,0.038,-1.8,-0.4,-2.2,0.0,randoan01,2010-11
Anthony Randolph,7.6,0.348,21.1,-0.2,-0.074,-5.9,-0.7,-6.5,-0.1,randoan01,2010-11
Anthony Randolph,18.5,0.537,27.1,0.7,0.069,-0.7,-0.3,-1.0,0.1,randoan01,2010-11
Dahntay Jones,13.7,0.558,21.4,1.2,0.102,-1.7,0.5,-1.2,0.1,jonesda02,2010-11
Craig Smith,15.4,0.592,19.1,1.5,0.12,-0.8,-0.3,-1.1,0.1,smithcr01,2010-11
Joey Graham,7.7,0.518,17.2,0.0,-0.004,-4.5,-1.3,-5.8,-0.6,grahajo01,2010-11
Luther Head,11.7,0.538,16.1,0.9,0.073,0.0,-0.7,-0.7,0.2,headlu01,2010-11
Matt Carroll,12.2,0.53,19.8,0.8,0.062,-1.9,-0.8,-2.7,-0.1,carroma01,2010-11
Derrick Brown,12.9,0.588,15.5,1.0,0.083,-1.4,-0.1,-1.6,0.1,brownde04,2010-11
Derrick Brown,12.4,0.565,15.6,0.8,0.074,-1.7,0.0,-1.6,0.0,brownde04,2010-11
Derrick Brown,16.0,0.717,15.5,0.2,0.13,-0.2,-1.1,-1.2,0.0,brownde04,2010-11
Von Wafer,10.6,0.524,17.0,1.1,0.092,-2.3,0.9,-1.4,0.1,wafervo01,2010-11
Cartier Martin,11.7,0.524,17.6,0.8,0.071,0.2,-0.8,-0.6,0.2,martica01,2010-11
Aaron Gray,11.0,0.566,13.1,1.1,0.1,-3.9,-0.2,-4.0,-0.3,grayaa01,2010-11
Solomon Jones,8.5,0.469,15.4,0.5,0.042,-5.3,0.8,-4.5,-0.3,jonesso01,2010-11
Xavier Henry,7.0,0.451,16.8,0.2,0.021,-4.5,-0.8,-5.3,-0.4,henryxa01,2010-11
Timofey Mozgov,10.8,0.523,16.2,0.6,0.053,-4.3,-0.4,-4.7,-0.3,mozgoti01,2010-11
Timofey Mozgov,10.3,0.514,15.8,0.4,0.044,-4.5,-0.3,-4.8,-0.3,mozgoti01,2010-11
Timofey Mozgov,14.4,0.571,18.6,0.2,0.112,-2.8,-0.7,-3.5,0.0,mozgoti01,2010-11
Joey Dorsey,14.2,0.529,14.3,0.8,0.072,-1.6,0.1,-1.6,0.1,dorsejo01,2010-11
Joel Przybilla,6.2,0.573,7.7,0.5,0.046,-5.4,0.6,-4.8,-0.4,przybjo01,2010-11
Joel Przybilla,7.2,0.623,6.9,0.6,0.066,-4.6,1.0,-3.7,-0.2,przybjo01,2010-11
Joel Przybilla,0.3,0.383,11.9,-0.1,-0.074,-9.9,-1.9,-11.8,-0.2,przybjo01,2010-11
Rodrigue Beaubois,11.4,0.5,26.7,0.2,0.022,-3.2,0.5,-2.7,-0.1,beaubro01,2010-11
Ian Mahinmi,13.7,0.645,15.3,1.8,0.177,-3.3,1.1,-2.1,0.0,mahinia01,2010-11
Hilton Armstrong,8.8,0.508,10.9,0.5,0.045,-4.7,1.0,-3.7,-0.2,armsthi01,2010-11
Hilton Armstrong,8.6,0.519,10.6,0.4,0.043,-5.0,0.9,-4.2,-0.2,armsthi01,2010-11
Hilton Armstrong,10.1,0.457,12.1,0.1,0.054,-3.2,2.0,-1.2,0.0,armsthi01,2010-11
Darnell Jackson,12.3,0.521,18.0,0.7,0.069,-1.9,-1.6,-3.5,-0.2,jacksda01,2010-11
Luke Walton,5.1,0.378,14.3,-0.2,-0.016,-4.8,-0.2,-5.0,-0.4,waltolu01,2010-11
Jermaine Taylor,12.2,0.535,22.9,0.1,0.014,-1.4,-2.2,-3.6,-0.2,tayloje02,2010-11
Jermaine Taylor,13.3,0.563,23.3,0.0,0.027,-0.7,-1.0,-1.8,0.0,tayloje02,2010-11
Jermaine Taylor,12.0,0.53,22.8,0.1,0.011,-1.5,-2.4,-3.9,-0.2,tayloje02,2010-11
Ike Diogu,13.7,0.59,18.7,1.0,0.104,-2.4,-2.5,-4.9,-0.3,dioguik01,2010-11
Troy Murphy,8.0,0.428,14.8,0.3,0.029,-3.9,0.8,-3.1,-0.1,murphtr01,2010-11
Troy Murphy,6.7,0.389,15.6,-0.1,-0.022,-4.5,0.3,-4.2,-0.2,murphtr01,2010-11
Troy Murphy,10.1,0.503,13.7,0.4,0.111,-2.8,1.5,-1.3,0.0,murphtr01,2010-11
Earl Clark,10.1,0.456,20.5,0.3,0.03,-3.9,0.1,-3.8,-0.2,clarkea01,2010-11
Earl Clark,11.3,0.41,23.4,0.0,-0.01,-1.8,-1.5,-3.3,0.0,clarkea01,2010-11
Earl Clark,9.9,0.468,20.0,0.3,0.038,-4.3,0.3,-3.9,-0.2,clarkea01,2010-11
Jeremy Evans,18.8,0.678,14.9,1.6,0.167,1.5,0.6,2.1,0.5,evansje01,2010-11
Anthony Carter,9.2,0.502,14.3,0.2,0.023,-3.3,0.9,-2.4,-0.1,cartean01,2010-11
Anthony Carter,5.4,0.421,13.1,-0.1,-0.018,-5.0,1.3,-3.7,-0.1,cartean01,2010-11
Anthony Carter,11.1,0.534,14.8,0.3,0.044,-2.5,0.6,-1.8,0.0,cartean01,2010-11
Dan Gadzuric,9.9,0.419,16.5,0.1,0.014,-5.7,-1.3,-7.0,-0.6,gadzuda01,2010-11
Dan Gadzuric,10.2,0.419,17.1,0.1,0.013,-5.4,-1.3,-6.8,-0.4,gadzuda01,2010-11
Dan Gadzuric,9.1,0.417,15.3,0.1,0.015,-6.2,-1.2,-7.3,-0.2,gadzuda01,2010-11
Kyrylo Fesenko,5.8,0.441,14.6,-0.1,-0.011,-6.5,-0.9,-7.4,-0.6,fesenky01,2010-11
Delonte West,12.3,0.533,16.6,0.9,0.093,-0.5,2.3,1.8,0.4,westde01,2010-11
Brian Cook,11.6,0.534,20.5,0.6,0.064,-1.6,-0.2,-1.9,0.0,cookbr01,2010-11
Ish Smith,7.6,0.406,15.9,-0.1,-0.016,-4.5,-0.5,-5.0,-0.3,smithis01,2010-11
Ish Smith,8.8,0.423,15.2,0.0,0.002,-3.7,-0.1,-3.8,-0.1,smithis01,2010-11
Ish Smith,4.3,0.366,17.9,-0.2,-0.066,-7.0,-1.5,-8.5,-0.2,smithis01,2010-11
Ben Uzoh,14.7,0.468,20.5,0.5,0.054,0.4,-1.0,-0.6,0.2,uzohbe01,2010-11
Kosta Koufos,12.6,0.474,19.9,0.2,0.027,-3.9,-1.6,-5.5,-0.4,koufoko01,2010-11
Kosta Koufos,10.4,0.447,18.2,0.0,-0.004,-4.7,-1.2,-5.9,-0.3,koufoko01,2010-11
Kosta Koufos,20.3,0.536,25.6,0.3,0.133,-1.3,-2.8,-4.1,-0.1,koufoko01,2010-11
Jermaine O'Neal,9.2,0.504,17.2,0.6,0.065,-5.4,1.3,-4.2,-0.2,onealje01,2010-11
Lazar Hayward,10.8,0.464,19.5,0.3,0.035,-1.6,-1.3,-2.9,-0.1,haywala01,2010-11
Josh Howard,9.2,0.416,21.9,-0.2,-0.027,-3.1,-0.7,-3.8,-0.2,howarjo01,2010-11
Damion James,10.1,0.477,16.2,0.1,0.015,-3.8,1.1,-2.6,-0.1,jamesda01,2010-11
Jawad Williams,4.8,0.396,17.1,-0.5,-0.067,-5.5,-1.4,-6.8,-0.5,willija04,2010-11
Brandan Wright,15.9,0.54,17.2,0.8,0.099,-0.8,-0.6,-1.4,0.1,wrighbr03,2010-11
Brandan Wright,16.2,0.6,17.9,0.4,0.091,-0.6,-0.9,-1.5,0.0,wrighbr03,2010-11
Brandan Wright,15.5,0.472,16.5,0.4,0.107,-1.1,-0.3,-1.4,0.0,wrighbr03,2010-11
Tony Battie,9.5,0.489,13.9,0.6,0.075,-4.1,0.8,-3.3,-0.1,battito01,2010-11
Hasheem Thabeet,4.7,0.478,8.7,0.3,0.043,-6.5,0.9,-5.7,-0.3,thabeha01,2010-11
Hasheem Thabeet,4.9,0.487,8.7,0.3,0.045,-6.3,0.8,-5.5,-0.3,thabeha01,2010-11
Hasheem Thabeet,-13.6,0.0,11.0,0.0,-0.179,-23.1,3.2,-19.9,0.0,thabeha01,2010-11
David Andersen,10.9,0.513,19.1,0.3,0.032,-2.8,-0.7,-3.4,-0.1,anderda03,2010-11
David Andersen,13.8,0.559,17.3,0.2,0.063,0.0,-0.5,-0.5,0.1,anderda03,2010-11
David Andersen,8.9,0.484,20.2,0.1,0.012,-4.6,-0.8,-5.4,-0.2,anderda03,2010-11
Eduardo Nájera,5.5,0.449,11.3,0.2,0.02,-4.5,0.9,-3.6,-0.2,najered01,2010-11
Melvin Ely,8.3,0.573,9.0,0.6,0.083,-2.9,-0.3,-3.2,-0.1,elyme01,2010-11
Sasha Pavlović,6.0,0.497,11.6,0.3,0.042,-4.2,1.2,-3.0,-0.1,pavloal01,2010-11
Sasha Pavlović,7.8,0.551,12.1,0.2,0.067,-2.8,1.2,-1.6,0.0,pavloal01,2010-11
Sasha Pavlović,2.9,0.182,11.4,-0.1,-0.065,-5.7,1.1,-4.5,0.0,pavloal01,2010-11
Sasha Pavlović,5.1,0.55,11.0,0.2,0.051,-5.3,1.2,-4.1,-0.1,pavloal01,2010-11
Quinton Ross,3.7,0.437,9.5,0.0,-0.007,-5.3,-0.8,-6.2,-0.4,rossqu01,2010-11
Udonis Haslem,12.7,0.549,14.8,0.9,0.13,-1.7,-0.5,-2.3,0.0,hasleud01,2010-11
Alexis Ajinça,12.2,0.507,21.1,0.4,0.052,-3.8,0.0,-3.8,-0.2,ajincal01,2010-11
Alexis Ajinça,12.8,0.435,21.4,0.1,0.084,-3.4,0.5,-2.9,0.0,ajincal01,2010-11
Alexis Ajinça,12.0,0.53,21.1,0.2,0.042,-3.8,-0.2,-4.1,-0.1,ajincal01,2010-11
Rodney Carney,10.8,0.521,18.1,0.3,0.038,-1.5,-1.2,-2.8,-0.1,carnero01,2010-11
